sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.	With the scandal hanging over Stewart's company, revenue the first quarter of the year dropped 15 percent from the same period a year earlier.	[3, 6, 7, 0, 0, 0, 0]	[7, 3, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Revenue', 'in', 'the', 'first', 'quarter', 'of', 'the', 'year', 'dropped', '15', 'percent', 'from', 'the', 'same', 'period', 'a', 'year', 'earlier', '.']	"['With', 'the', 'scandal', 'hanging', 'over', 'Stewart', ""'s"", 'company', ',', 'revenue', 'the', 'first', 'quarter', 'of', 'the', 'year', 'dropped', '15', 'percent', 'from', 'the', 'same', 'period', 'a', 'year', 'earlier', '.\n']"	4c02bbf5f56c447e97a0d8f40b358777
"""Of course the FBI agent who ran him down received nothing,"" Mr. Connolly said."	"And, of course, the FBI agent who ran him down received nothing - no ticket, no violation."""	[5, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 0, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	"['``', 'Of', 'course', 'the', 'FBI', 'agent', 'who', 'ran', 'him', 'down', 'received', 'nothing', ',', ""''"", 'Mr.', 'Connolly', 'said', '.']"	"['And', ',', 'of', 'course', ',', 'the', 'FBI', 'agent', 'who', 'ran', 'him', 'down', 'received', 'nothing', '-', 'no', 'ticket', ',', 'no', 'violation', '.', ""''\n""]"	d3821b92a1794ded9b73ee3a638f0ed9
Monday said it has its first customer for its controversial Intellectual Property Compliance License for SCO UNIX Rights.	SCO says it has signed the first enterprise customer to its controversial Intellectual Property Compliance License.	[1, 2, 6, 7, 0, 0, 0]	[7, 1, 7, 7, 2, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 1, 0, 0, 7, 2, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0]	['Monday', 'said', 'it', 'has', 'its', 'first', 'customer', 'for', 'its', 'controversial', 'Intellectual', 'Property', 'Compliance', 'License', 'for', 'SCO', 'UNIX', 'Rights', '.']	['SCO', 'says', 'it', 'has', 'signed', 'the', 'first', 'enterprise', 'customer', 'to', 'its', 'controversial', 'Intellectual', 'Property', 'Compliance', 'License', '.\n']	44354af890a74d9fa588712afd7d392a
The Standard  Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51.	The broader Standard  Poor's 500 Index .SPX rose 6.48 points, or 0.66 percent, to 990.51.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7]	[0, 7, 0, 0, 0, 0, 0, 2, 7, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]	"['The', 'Standard', '', 'Poor', ""'s"", '500', 'index', 'advanced', '6.48', ',', 'or', '0.7', 'per', 'cent', ',', 'to', '990.51', '.']"	"['The', 'broader', 'Standard', '', 'Poor', ""'s"", '500', 'Index', '.SPX', 'rose', '6.48', 'points', ',', 'or', '0.66', 'percent', ',', 'to', '990.51', '.\n']"	3405b5f68ef2426f940ae8007014c26f
PeopleSoft's board now has 10 business days to evaluate the Oracle offer and make a recommendation to its shareholders.	Nevertheless, PeopleSoft must review Oracle's tender offer and make a recommendation to shareholders.	[2, 3, 6, 7, 0, 0, 0]	[2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3, 7, 7, 7, 7, 7, 3, 3, 7]	[7, 7, 2, 7, 7, 3, 3, 3, 3, 7, 7, 7, 7, 7, 3, 7]	"['PeopleSoft', ""'s"", 'board', 'now', 'has', '10', 'business', 'days', 'to', 'evaluate', 'the', 'Oracle', 'offer', 'and', 'make', 'a', 'recommendation', 'to', 'its', 'shareholders', '.']"	"['Nevertheless', ',', 'PeopleSoft', 'must', 'review', 'Oracle', ""'s"", 'tender', 'offer', 'and', 'make', 'a', 'recommendation', 'to', 'shareholders', '.\n']"	a2b4e0380672454bb6ab77804c3ead06
They suspect the same anarchist group that claimed responsibility for the Dec. 21 explosions near his house, according to Italian news agency ANSA.	Italian police investigating the Prodi bomb suspect an anarchist group that claimed responsibility for Dec. 21 explosions near his house, according to Italian news agency ANSA.	[2, 3, 6, 0, 0, 0, 0]	[2, 6, 2, 2, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 2, 2, 2, 2, 6, 2, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]	['They', 'suspect', 'the', 'same', 'anarchist', 'group', 'that', 'claimed', 'responsibility', 'for', 'the', 'Dec.', '21', 'explosions', 'near', 'his', 'house', ',', 'according', 'to', 'Italian', 'news', 'agency', 'ANSA', '.']	['Italian', 'police', 'investigating', 'the', 'Prodi', 'bomb', 'suspect', 'an', 'anarchist', 'group', 'that', 'claimed', 'responsibility', 'for', 'Dec.', '21', 'explosions', 'near', 'his', 'house', ',', 'according', 'to', 'Italian', 'news', 'agency', 'ANSA', '.\n']	49f7b863f8e541c083c0f06ed28f6f56
"""The panel told the U.S. to correct its flawed determination,"" said Pierre Pettigrew, Canada's trade minister, in a statement."	"""The panel told the U.S. to correct its flawed determination,"" Mr. Pettigrew said in a statement."	[2, 3, 6, 7, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 3, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 7, 7]	"['``', 'The', 'panel', 'told', 'the', 'U.S.', 'to', 'correct', 'its', 'flawed', 'determination', ',', ""''"", 'said', 'Pierre', 'Pettigrew', ',', 'Canada', ""'s"", 'trade', 'minister', ',', 'in', 'a', 'statement', '.']"	"['``', 'The', 'panel', 'told', 'the', 'U.S.', 'to', 'correct', 'its', 'flawed', 'determination', ',', ""''"", 'Mr.', 'Pettigrew', 'said', 'in', 'a', 'statement', '.\n']"	defbc0502fad4e5f9335f467ba46d5b3
They used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight.	Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight.	[2, 4, 6, 7, 0, 0, 0]	[2, 7, 2, 2, 7, 7, 7, 4, 4, 4, 4, 0, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 2, 7, 7, 7, 2, 2, 7, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['They', 'used', 'discarded', 'skin', 'from', 'consenting', 'patients', 'who', 'had', 'undergone', 'surgery', 'and', 'exposed', 'it', 'to', 'UVA', 'light', 'at', 'intensities', 'similar', 'to', 'that', 'of', 'sunlight', '.']	['Sanders', 'and', 'colleagues', 'at', 'RAFT', 'exposed', 'skin', 'samples', 'removed', 'from', 'consenting', 'patients', 'during', 'surgery', 'to', 'UVA', 'light', 'at', 'intensities', 'similar', 'to', 'that', 'of', 'sunlight', '.\n']	f058877b5b2342d08453467eba89213e
Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.	Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.	[1, 3, 4, 6, 7, 0, 0]	[7, 7, 7, 7, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 7]	[7, 7, 7, 7, 7, 1, 1, 1, 1, 7, 4, 7, 7, 7, 7, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Moffitt', 'said', 'the', 'results', 'need', 'to', 'be', 'replicated', 'in', 'another', 'study', 'before', 'testing', 'of', 'individuals', 'for', 'presence', 'of', 'the', 'long', 'or', 'short', 'versions', 'of', 'the', 'gene', 'will', 'be', 'pursued', '.']	['Professor', 'Moffitt', 'said', 'the', 'results', 'needed', 'to', 'be', 'replicated', 'before', 'pursuing', 'testing', 'of', 'individuals', 'for', 'the', 'presence', 'of', 'the', 'long', 'or', 'short', 'versions', 'of', 'the', 'gene', '.\n']	c81a1daca50a41bc961ed07c01135256
The Phillies were upset that Counsell had stolen second in the sixth inning with Arizona leading 7-1.	The Phillies were apparently upset when Counsell stole during the sixth with the Diamondbacks up 7-1.	[1, 2, 4, 6, 7, 0, 0]	[7, 7, 7, 7, 4, 7, 4, 4, 7, 2, 7, 2, 2, 7, 2, 2, 7, 7]	[7, 7, 7, 7, 7, 4, 7, 4, 2, 7, 2, 0, 2, 2, 2, 7, 7]	['The', 'Phillies', 'were', 'upset', 'that', 'Counsell', 'had', 'stolen', 'second', 'in', 'the', 'sixth', 'inning', 'with', 'Arizona', 'leading', '7-1', '.']	['The', 'Phillies', 'were', 'apparently', 'upset', 'when', 'Counsell', 'stole', 'during', 'the', 'sixth', 'with', 'the', 'Diamondbacks', 'up', '7-1', '.\n']	103e9b37389f477c846338105358851b
"The answer is clearly yes,"" said Dr. Larry Norton, deputy physician-in- chief for breast cancer programs at Memorial Sloan-Kettering Cancer Center."	"The answer is clearly yes,"" said Dr. Larry Norton, deputy physician-in-chief for breast-cancer programs at Memorial Sloan-Kettering Cancer Center in New York City."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 0]	"['The', 'answer', 'is', 'clearly', 'yes', ',', ""''"", 'said', 'Dr.', 'Larry', 'Norton', ',', 'deputy', 'physician-in-', 'chief', 'for', 'breast', 'cancer', 'programs', 'at', 'Memorial', 'Sloan-Kettering', 'Cancer', 'Center', '.']"	"['The', 'answer', 'is', 'clearly', 'yes', ',', ""''"", 'said', 'Dr.', 'Larry', 'Norton', ',', 'deputy', 'physician-in-chief', 'for', 'breast-cancer', 'programs', 'at', 'Memorial', 'Sloan-Kettering', 'Cancer', 'Center', 'in', 'New', 'York', 'City', '.\n']"	00be217670254ac4ae5bacc3cf69916d
His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.	His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 2, 2, 7, 7, 7, 0, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7]	[0, 2, 2, 2, 0, 0, 7, 7, 0, 0, 7, 7, 7, 7, 0, 2, 2, 2, 2, 0]	['His', '1996', 'Chevrolet', 'Tahoe', 'was', 'found', 'abandoned', 'in', 'a', 'Virginia', 'Beach', ',', 'Va.', ',', 'parking', 'lot', 'June', '25', '.']	['His', 'sport', 'utility', 'vehicle', 'was', 'found', 'June', '25', ',', 'abandoned', 'without', 'its', 'license', 'plates', 'in', 'Virginia', 'Beach', ',', 'Va', '.\n']	9be5f9d70d9647fbb1f49abe9bdf0a67
The dollar gained against the euro, yen and Swiss franc after September U.S. retail sales figures came in slightly weaker than consensus forecasts.	The greenback rose steeply against the euro, yen and Swiss franc despite weaker-than-expected September U.S. retail sales figures.	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 7]	[6, 2, 2, 7, 6, 6, 6, 6, 6, 6, 6, 6, 2, 0, 6, 6, 6, 6, 6, 6]	['The', 'dollar', 'gained', 'against', 'the', 'euro', ',', 'yen', 'and', 'Swiss', 'franc', 'after', 'September', 'U.S.', 'retail', 'sales', 'figures', 'came', 'in', 'slightly', 'weaker', 'than', 'consensus', 'forecasts', '.']	['The', 'greenback', 'rose', 'steeply', 'against', 'the', 'euro', ',', 'yen', 'and', 'Swiss', 'franc', 'despite', 'weaker-than-expected', 'September', 'U.S.', 'retail', 'sales', 'figures', '.\n']	099603ca41a14b6ab41d482ef49d328d
"""People just love e-mail, and it really bothers them that spam is ruining such a good thing,"" said Deborah Fallows, the Pew researcher who wrote the report."	"""People just love e-mail, and it really bothers them that spam is ruining such a good thing,"" said Deborah Fallows, senior research fellow with the Pew project."	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 2, 2, 2, 2, 2, 2, 7]	"['``', 'People', 'just', 'love', 'e-mail', ',', 'and', 'it', 'really', 'bothers', 'them', 'that', 'spam', 'is', 'ruining', 'such', 'a', 'good', 'thing', ',', ""''"", 'said', 'Deborah', 'Fallows', ',', 'the', 'Pew', 'researcher', 'who', 'wrote', 'the', 'report', '.']"	"['``', 'People', 'just', 'love', 'e-mail', ',', 'and', 'it', 'really', 'bothers', 'them', 'that', 'spam', 'is', 'ruining', 'such', 'a', 'good', 'thing', ',', ""''"", 'said', 'Deborah', 'Fallows', ',', 'senior', 'research', 'fellow', 'with', 'the', 'Pew', 'project', '.\n']"	a50f99ed497c4976a88ca1b6be900757
"He said it was a movie ""meant to inspire, not offend""."	"He said yesterday that the film is ""meant to inspire, not offend."""	[1, 2, 5, 6, 7, 0, 0]	[7, 7, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['He', 'said', 'it', 'was', 'a', 'movie', '``', 'meant', 'to', 'inspire', ',', 'not', 'offend', ""''"", '.']"	"['He', 'said', 'yesterday', 'that', 'the', 'film', 'is', '``', 'meant', 'to', 'inspire', ',', 'not', 'offend', '.', ""''\n""]"	bfba56aee5c846f286dc758d2a448041
"""It seems clear the climate is changing,"" he said, asked to explain the flooding that keeps ravaging the southeast."	"""It seems clear the climate is changing,"" he said when asked to explain flooding that has ravaged this part of southeast France two years in succession."	[1, 2, 3, 4, 6, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 7, 0, 1, 2, 2, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 0, 0, 1, 2, 2, 2, 2, 2, 7, 7, 7, 7, 0]	"['``', 'It', 'seems', 'clear', 'the', 'climate', 'is', 'changing', ',', ""''"", 'he', 'said', ',', 'asked', 'to', 'explain', 'the', 'flooding', 'that', 'keeps', 'ravaging', 'the', 'southeast', '.']"	"['``', 'It', 'seems', 'clear', 'the', 'climate', 'is', 'changing', ',', ""''"", 'he', 'said', 'when', 'asked', 'to', 'explain', 'flooding', 'that', 'has', 'ravaged', 'this', 'part', 'of', 'southeast', 'France', 'two', 'years', 'in', 'succession', '.\n']"	6c76a655c0f04a7a84490999f4193f33
"He hugged his lawyers and their assistants and then said, ""Thank you so much."""	"Moments later, he hugged his defense lawyers, softly saying, ""Thank you, so much."""	[2, 4, 5, 6, 7, 0, 0]	[7, 7, 7, 4, 7, 7, 7, 4, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 4, 4, 4, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['He', 'hugged', 'his', 'lawyers', 'and', 'their', 'assistants', 'and', 'then', 'said', ',', '``', 'Thank', 'you', 'so', 'much', '.', ""''""]"	"['Moments', 'later', ',', 'he', 'hugged', 'his', 'defense', 'lawyers', ',', 'softly', 'saying', ',', '``', 'Thank', 'you', ',', 'so', 'much', '.', ""''\n""]"	2c53d9c80a824331855865b50e64cc78
Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.	He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.	[2, 3, 5, 6, 0, 0, 0]	[2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 6, 6, 6]	[2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 3, 3, 5, 6, 6, 6]	['Mr', 'Sahel', 'said', 'police', 'had', 'identified', 'the', 'bodies', 'of', 'seven', 'of', 'the', '14-strong', 'cell', 'believed', 'to', 'have', 'carried', 'out', 'the', 'five', 'almost', 'simultaneous', 'attacks', 'on', 'Saturday', '.']	['He', 'said', 'police', 'had', 'identified', 'the', 'bodies', 'of', 'seven', 'of', 'the', '14', 'bombers', 'who', 'launched', 'five', 'almost', 'simultaneous', 'raids', 'Friday', 'night', '.\n']	c17639236a9241d2a75534bf59b3bb14
"""They've been in the stores for over six weeks,"" says Carney."	"The quarterlies usually stay in stores for between six to eight weeks,"" Carney added."	[1, 2, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 7, 7]	[2, 2, 7, 2, 6, 6, 6, 2, 2, 2, 2, 2, 6, 6, 7, 1, 6]	"['``', 'They', ""'ve"", 'been', 'in', 'the', 'stores', 'for', 'over', 'six', 'weeks', ',', ""''"", 'says', 'Carney', '.']"	"['The', 'quarterlies', 'usually', 'stay', 'in', 'stores', 'for', 'between', 'six', 'to', 'eight', 'weeks', ',', ""''"", 'Carney', 'added', '.\n']"	48386bf619c14df8bc3f00be88e3560b
Then the authority can hold another set of public hearings on raising commuting costs, the judge said.	But the judge, Louis York, said the authority can hold another set of public hearings on raising commuting costs afterward.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 0]	[0, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]	['Then', 'the', 'authority', 'can', 'hold', 'another', 'set', 'of', 'public', 'hearings', 'on', 'raising', 'commuting', 'costs', ',', 'the', 'judge', 'said', '.']	['But', 'the', 'judge', ',', 'Louis', 'York', ',', 'said', 'the', 'authority', 'can', 'hold', 'another', 'set', 'of', 'public', 'hearings', 'on', 'raising', 'commuting', 'costs', 'afterward', '.\n']	025dac3e3448416e90296746ff92a872
Jordan Green, the prelate's private lawyer, said he had no comment.	O'Brien's attorney, Jordan Green, declined to comment.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 7, 4, 4, 0, 0, 0, 0, 0, 6]	[4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 7]	"['Jordan', 'Green', ',', 'the', 'prelate', ""'s"", 'private', 'lawyer', ',', 'said', 'he', 'had', 'no', 'comment', '.']"	"[""O'Brien"", ""'s"", 'attorney', ',', 'Jordan', 'Green', ',', 'declined', 'to', 'comment', '.\n']"	e9ea62b8f05d41cfb0abd4859dba178d
Authorities had no evidence to suggest the two incidents were connected.	There was no immediate evidence that the two incidents were connected, police said.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 7, 7, 4, 4, 7, 7, 7, 7, 7, 7]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 0]	['Authorities', 'had', 'no', 'evidence', 'to', 'suggest', 'the', 'two', 'incidents', 'were', 'connected', '.']	['There', 'was', 'no', 'immediate', 'evidence', 'that', 'the', 'two', 'incidents', 'were', 'connected', ',', 'police', 'said', '.\n']	da3b18a1ff494294aec85da17c296e51
The telephone survey had a margin of error of 2 percentage points.	The poll conducted between Oct. 24 and Nov. 2 had a margin of error of 2 percentage points.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'telephone', 'survey', 'had', 'a', 'margin', 'of', 'error', 'of', '2', 'percentage', 'points', '.']	['The', 'poll', 'conducted', 'between', 'Oct.', '24', 'and', 'Nov.', '2', 'had', 'a', 'margin', 'of', 'error', 'of', '2', 'percentage', 'points', '.\n']	5671f6e8d5884085b97df3518571c37b
Shares of Cellegy were down $2.04, or 39%, to $3.18 in midday trading on the Nasdaq Stock Market.	Shares of Cellegy plunged $1.99 to $3.23 Monday on the Nasdaq Stock Market.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 2, 2, 7, 6, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 2, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7]	['Shares', 'of', 'Cellegy', 'were', 'down', '$', '2.04', ',', 'or', '39', '%', ',', 'to', '$', '3.18', 'in', 'midday', 'trading', 'on', 'the', 'Nasdaq', 'Stock', 'Market', '.']	['Shares', 'of', 'Cellegy', 'plunged', '$', '1.99', 'to', '$', '3.23', 'Monday', 'on', 'the', 'Nasdaq', 'Stock', 'Market', '.\n']	ef714bc7cf484d7fb617a39f549f99ac
While rising consumer confidence is welcomed, it is not a component of gross domestic product, whereas new home sales are.	While news on consumer confidence rising is welcomed, it is not a factor in determining gross domestic product whereas new home sales do.	[2, 5, 6, 7, 0, 0, 0]	[7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 0]	['While', 'rising', 'consumer', 'confidence', 'is', 'welcomed', ',', 'it', 'is', 'not', 'a', 'component', 'of', 'gross', 'domestic', 'product', ',', 'whereas', 'new', 'home', 'sales', 'are', '.']	['While', 'news', 'on', 'consumer', 'confidence', 'rising', 'is', 'welcomed', ',', 'it', 'is', 'not', 'a', 'factor', 'in', 'determining', 'gross', 'domestic', 'product', 'whereas', 'new', 'home', 'sales', 'do', '.\n']	e13fd8d8952a46e199c1a3bef2108fb4
A rival distributor, Mike Selwyn from United International Pictures, says that unlike The Matrix Revolutions, he cannot detect any advance scepticism, even within the business.	A rival distributor, Mike Selwyn, of United International Pictures, says he cannot detect, unlike The Matrix Revolutions, any advance scepticism.	[2, 5, 6, 7, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['A', 'rival', 'distributor', ',', 'Mike', 'Selwyn', 'from', 'United', 'International', 'Pictures', ',', 'says', 'that', 'unlike', 'The', 'Matrix', 'Revolutions', ',', 'he', 'can', 'not', 'detect', 'any', 'advance', 'scepticism', ',', 'even', 'within', 'the', 'business', '.']	['A', 'rival', 'distributor', ',', 'Mike', 'Selwyn', ',', 'of', 'United', 'International', 'Pictures', ',', 'says', 'he', 'can', 'not', 'detect', ',', 'unlike', 'The', 'Matrix', 'Revolutions', ',', 'any', 'advance', 'scepticism', '.\n']	91c1daee158d456da74a791855171052
Joan B. Kroc, the billionaire widow of McDonald's Corp. founder Ray Kroc, died Sunday after a brief bout with brain cancer.	Joan B. Kroc, the billionaire widow of McDonald's founder Ray Kroc known for her philanthropy, died Sunday of brain cancer.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7]	"['Joan', 'B.', 'Kroc', ',', 'the', 'billionaire', 'widow', 'of', 'McDonald', ""'s"", 'Corp.', 'founder', 'Ray', 'Kroc', ',', 'died', 'Sunday', 'after', 'a', 'brief', 'bout', 'with', 'brain', 'cancer', '.']"	"['Joan', 'B.', 'Kroc', ',', 'the', 'billionaire', 'widow', 'of', 'McDonald', ""'s"", 'founder', 'Ray', 'Kroc', 'known', 'for', 'her', 'philanthropy', ',', 'died', 'Sunday', 'of', 'brain', 'cancer', '.\n']"	0b8e778f06b74b29aa3eb90c4b44c5b9
